ENTRY	GENE NAME	PROTEIN NAME	LOCATION
Q0KDH1	hldA H16_A0803	D-beta-D-heptose 7-phophosphate kinase	Cytoplasm
Q0K136	zwf2 zwf H16_B1501	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	Cytoplasm
P21725	cbbTC cbbT2 H16_B1388	Transketolase, chromosomal (TK) (EC 2.2.1.1)	Cytoplasm
Q0K6J1	H16_A3311	Enoyl-CoA hydratase (EC 4.2.1.17)	Cytoplasm
Q0K4R5	H16_B0208	Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	Cytoplasm
Q0KF86	bioB H16_A0183	Biotin synthase (EC 2.8.1.6)	Cytoplasm
Q0KBI0	gatA3 H16_A1509	Glutamyl/Aspartyl-tRNA(Gln/Asp) amidotransferasesubunit A (EC 6.3.5.-)	Cytoplasm
Q0K7I3	cobU H16_A2962	Adenosylcobinamide-phosphate guanylyltransferase(CobU) (EC 2.7.7.62)	Cytoplasm
Q0K0J7	H16_B1692	Putative aminotransferase (EC 2.6.1.-)	Cytoplasm
Q0KE44	H16_A0578	2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-)	Cytoplasm
Q0K0B9	H16_B1773	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0JZV3	feaB H16_B1939	Putative phenylacetaldehyde dehydrogenase (EC 1.2.1.39)	Cytoplasm
Q0K066	H16_B1826	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0KC40	H16_A1291	Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)	Cytoplasm
Q0KBI4	dadA5 H16_A1505	D-amino-acid dehydrogenase (EC 1.4.99.1)	Cytoplasm
Q0K392	H16_B0735	Acetolactate synthase large subunit (EC 2.2.1.6)	Cytoplasm
Q0K075	lldD H16_B1817	L-Lactate cytochrome c reductase (EC 1.1.2.3)	Cytoplasm
Q0KDE7	cycR1 H16_A0827	Response regulator containing an adenylate cyclase effector domain (EC 4.6.1.1)	Cytoplasm
Q0K390	H16_B0737	Aldehyde dehydrogenase, NAD-dependent (EC 1.2.1.3)	Cytoplasm
Q0KDX9	fdsD H16_A0644	NAD-dependent formate dehydrogenase delta subunit (EC 1.2.1.2)	Cytoplasm
Q0KE53	purC H16_A0569	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	Cytoplasm
Q0KFE4	H16_A0125	Allophanate hydrolase subunit 2 (EC 3.5.1.54)	Cytoplasm
Q0K3I9	H16_B0638	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	Cytoplasm
Q0K860	dxs H16_A2732	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	Cytoplasm
Q0K7T9	ribH H16_A2855	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	Cytoplasm
Q0K2V8	H16_B0874	Fumarylpyruvate hydrolase (EC 3.7.1.5)	Cytoplasm
Q0K3M2	H16_B0605	Metal-dependent amidase/aminoacylase/carboxypeptidase (EC 3.5.1.-)	Cytoplasm
Q0K7X7	kynA H16_A2816	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	Cytoplasm
Q0KF34	thiC H16_A0235	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	Cytoplasm
Q0KCF1	gntK H16_A1179	Gluconokinase (EC 2.7.1.12)	Cytoplasm
Q0JZ51	glnA3 H16_B2191	Glutamine synthetase (EC 6.3.1.2)	Cytoplasm
Q0K9A3	H16_A2322	ATPase (EC 3.6.1.-)	Cytoplasm
Q0K6J4	H16_A3308	ABC-type transporter, ATPase component: PAAT family (EC 3.6.3.21)	Cytoplasm
Q0K5P5	gcvT H16_A3619	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	Cytoplasm
Q0KCK5	nit H16_A1125	Nitrilase (EC 3.5.5.1)	Cytoplasm
Q0K137	frcB H16_B1500	ABC-type transporter, periplasmic component: CUT2 family, fructose specific	Cytoplasm
Q0KCW6	guaD H16_A1013	Guanine deaminase (Guanase) (EC 3.5.4.3) (Guanine aminohydrolase)	Cytoplasm
Q0KDT4	H16_A0689	Predicted ornithine cyclodeaminase (EC 4.3.1.12)	Cytoplasm
Q0JZ49	glxC H16_B2193	Glutamine amidotransferases class-II (EC 1.4.1.13)	Cytoplasm
Q0K240	gloA2 H16_B1143	Lactoylglutathione lyase (EC 4.4.1.5)	Cytoplasm
Q0KB02	hisD H16_A1694	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	Cytoplasm
Q0K2Y3	H16_B0849	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0KCI5	H16_A1145	Flavin-binding monooxygenase (EC 1.14.13.-)	Cytoplasm
Q0KBJ3	H16_A1495	NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasm
Q0K3C9	H16_B0698	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K6U5	H16_A3201	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K688	hisC hisC2 H16_A3415	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	Cytoplasm
Q0KEF0	gdhA1 H16_A0471	Glutamate dehydrogenase	Cytoplasm
Q0K9Z4	H16_A2078	Predicted acyl-CoAtransferase/carnitine dehydratase	Cytoplasm
Q0K0M6	H16_B1663	Predicted acyltransferase (EC 2.3.1.-)	Cytoplasm
Q0JZZ5	xdhA2 H16_B1897	Putative xanthine dehydrogenase subunit (EC 1.17.1.4)	Cytoplasm
Q0K5A4	H16_B0014	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	Cytoplasm
Q0K9T1	H16_A2143	Acyl-CoA dehydrogenase, long-chain specific (EC 1.3.99.-)	Cytoplasm
Q0K6I4	gph H16_A3318	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	Cytoplasm
Q0K6T4	H16_A3212	APH domain-containing protein	Cytoplasm
Q0KF33	thiO H16_A0236	Thiamine biosynthesis oxidoreductase	Cytoplasm
Q0K8H4	trpF H16_A2615	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Cytoplasm
Q0K079	kguD H16_B1813	Putative 2-Ketogluconate-6-phosphate reductase (EC 1.1.1.43)	Cytoplasm
Q0K0E1	H16_B1751	NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasm
Q0K9T2	accA2 H16_A2142	Acetyl-CoA carboxylase alpha chain (EC 6.4.1.1)	Cytoplasm
Q0K7F0	cysN1 H16_A2995	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	Cytoplasm
Q0K1N4	aceE H16_B1300	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Cytoplasm
Q0K907	pcaB2 H16_A2422	3-Carboxy-cis,cis-muconate cyclo-isomerase (EC 5.5.1.2)	Cytoplasm
Q0K356	H16_B0776	Nitrate reductase [NADH] (EC 1.7.1.1)	Cytoplasm
Q0K217	plcN4 H16_B1166	Phospholipase C (EC 3.1.4.3)	Cytoplasm
Q0K3J4	H16_B0633	Esterase/lipase (EC 3.1.1.-)	Cytoplasm
Q0KF90	H16_A0179	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K936	nrdJ H16_A2390	Vitamin B12-dependent ribonucleotide reductase (EC 1.17.4.1)	Cytoplasm
Q0KE51	purK H16_A0571	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	Cytoplasm
Q0K7F2	cbiX H16_A2993	Cobalamin biosynthesis CbiX protein	Cytoplasm
Q0K0X6	malQ H16_B1561	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme)	Cytoplasm
Q0K2V9	H16_B0873	Gentisate 1,2-dioxygenase (EC 1.13.11.4)	Cytoplasm
Q0K5K0	mmsA2 H16_A3664	Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	Cytoplasm
Q0K0J9	H16_B1690	Thioesterase (EC 3.1.2.-)	Cytoplasm
Q0K0W1	ribA H16_B1576	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	Cytoplasm
Q0K4B5	H16_B0359	Acyl dehydratase (EC 4.2.1.-)	Cytoplasm
Q0K6I1	trpD H16_A3321	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Cytoplasm
Q0KAA4	catB3 H16_A1966	Muconate cyclo-isomerase (EC 5.5.1.1)	Cytoplasm
Q0KFB9	bhmT H16_A0150	Betainehomocysteine S-methyltransferase (EC 2.1.1.5)	Cytoplasm
Q0JZ74	H16_B2168	Flavonol reductase/cinnamoyl-CoA reductase (EC 1.1.1.-)	Cytoplasm
Q0KDA9	H16_A0865	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K5T1	gloB3 H16_A3582	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Cytoplasm
Q0K764	folK H16_A3082	7 8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase (EC 2.7.6.3)	Cytoplasm
Q0KC66	pntAb2 H16_A1265	NAD(P) transhydrogenase subunit alpha 2 (EC 1.6.1.2)	Cytoplasm
Q0KFN2	H16_A0037	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	Cytoplasm
Q0K4R0	dapA2 H16_B0213	Dihydrodipicolinate synthase (EC 4.2.1.52)	Cytoplasm
Q0JZH4	H16_B2068	Deacetylase, histone deacetylase family (EC 3.1.1.-)	Cytoplasm
P21726	cbbTP PHG420	Transketolase, plasmid (TK) (EC 2.2.1.1)	Cytoplasm
Q0JYE8	H16_B2444	NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasm
P40117	rpe1 cbbE2 cbbEC cfxE H16_B1391	Ribulose-phosphate 3-epimerase 1 (EC 5.1.3.1)	Cytoplasm
Q0K0F0	H16_B1742	Enoyl-CoA hydratase/isomerase (EC 4.2.1.17)	Cytoplasm
Q0K8F3	prpC2 H16_A2636	Citrate synthase	Cytoplasm
Q0K3C3	H16_B0704	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0K401	fmdA2 H16_B0476	Formamidase (EC 3.5.1.49)	Cytoplasm
Q0K6P3	grcC H16_A3253	Trans-hexaprenyltranstransferase (EC 2.5.1.30)	Cytoplasm
Q0K1B8	H16_B1417	Alcohol dehydrogenase, class IV (EC 1.1.1.-)	Cytoplasm
Q0KBD6	gbd H16_A1553	NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)	Cytoplasm
Q0K753	H16_A3093	Acetyltransferase (EC 2.3.1.-)	Cytoplasm
Q0K7N8	H16_A2907	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Cytoplasm
Q0K4Q7	pdxA2 H16_B0216	4-Hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	Cytoplasm
P27746	acoB H16_B0145	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta (Acetoin:DCPIP oxidoreductase-beta) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit beta)	Cytoplasm
Q0KF95	H16_A0174	Phosphoglycolate phosphatase (EC 3.1.3.18)	Cytoplasm
Q0KEJ3	otsB H16_A0428	Trehalose 6-phosphate phosphatase (EC 3.1.3.12)	Cytoplasm
Q0K2Z8	acsA H16_B0834	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	Cytoplasm
Q0K057	H16_B1835	Aldehyde dehydrogenase family protein	Cytoplasm
Q0K7Z0	pdxH H16_A2802	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	Cytoplasm
Q0K567	leuD4 leuD H16_B0051	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	Cytoplasm
Q0KAB0	benD H16_A1960	Cis-1,2-dihydroxycyclohexa-3 5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)	Cytoplasm
Q59102	cbxSP cbbS cbbSP cfxSP rbcS PHG426	Ribulose bisphosphate carboxylase small chain, plasmid (RuBisCO small subunit) (EC 4.1.1.39)	Cytoplasm
Q0KB34	betA3 H16_A1655	Choline dehydrogenase (EC 1.1.99.1)	Cytoplasm
Q0K7N1	H16_A2914	Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase (EC 2.4.2.9)	Cytoplasm
Q0JZ07	bkdB H16_B2235	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	Cytoplasm
Q0JZM8	H16_B2014	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (EC 3.5.1.-)	Cytoplasm
Q0K8G9	leuD leuD3 H16_A2620	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	Cytoplasm
Q0K9F9	thrC H16_A2265	Threonine synthase (EC 4.2.3.1)	Cytoplasm
Q0K5E1	lpdaA H16_A3724	Dihydrolipoamide dehydrogenase (E3 component of pyruvate or 2-oxoglutarate DH-complexes) (EC 1.8.1.4)	Cytoplasm
Q0K3S5	H16_B0552	4-hydroxy-2-oxovalerate aldolase 2 (HOA 2) (EC 4.1.3.39) (4-hydroxy-2-keto-pentanoic acid aldolase 2) (4-hydroxy-2-oxopentanoate aldolase 2)	Cytoplasm
Q0K7G4	mcd H16_A2981	Malonyl-CoA decarboxylase Malonyl-CoA decarboxylase (EC 4.1.1.9)	Cytoplasm
Q0K0P6	H16_B1643	Predicted xylanase/chitin deacetylase (EC 3.5.1.-)	Cytoplasm
Q0KAF1	H16_A1919	Putative Lactaldehyde dehydrogenase (EC 1.2.1.22)	Cytoplasm
Q0K7P9	H16_A2896	NAD dependent sugar epimerase (EC 4.2.1.-)	Cytoplasm
Q0KCA2	H16_A1229	Citrate synthase (EC 2.3.3.1)	Cytoplasm
Q0K2B6	plcN3 H16_B1067	Phospholipase C (EC 3.1.4.3)	Cytoplasm
Q0KEC8	pgam2 H16_A0493	Phosphoglycerate mutase 2 protein (EC 5.4.2.1)	Cytoplasm
Q0KEZ0	sbm1 icmF H16_A0280	Fused isobutyryl-CoA mutase [Includes: Isobutyryl-CoA mutase (ICM) (EC 5.4.99.13); P-loop GTPase (EC 3.6.5.-) (G-protein chaperone)]	Cytoplasm
Q0KEV5	nagB H16_A0315	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	Cytoplasm
Q0K321	maiA H16_B0811	Maleate isomerase (EC 5.2.1.1) (Maleate cis-trans isomerase)	Cytoplasm
Q0K2L8	H16_B0965	Probable D-galactarate dehydratase (EC 4.2.1.42)	Cytoplasm
Q0K7L5	ldcC H16_A2930	Arginine/lysine/ornithine decarboxylase (EC 4.1.1.19)	Cytoplasm
Q0KF26	H16_A0243	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.4.7)	Cytoplasm
Q0JYX6	narH2 H16_B2266	Respiratory nitrate reductase beta chain (NarH) (EC 1.7.99.4)	Cytoplasm
Q0K318	H16_B0814	Amidase related to nicotinamidase (EC 3.5.1.-)	Cytoplasm
Q0K0H0	apbA2 H16_B1719	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	Cytoplasm
Q0K1U3	nhoA H16_B1241	Arylamine N-acetyltransferase (EC 2.3.1.5)	Cytoplasm
Q0K8I2	purF H16_A2607	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	Cytoplasm
Q0KAZ7	H16_A1699	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K389	H16_B0738	Predicted ring-cleavage extradiol dioxygenase (EC 1.14.-.-)	Cytoplasm
Q0KDG7	cysK1 H16_A0807	Cysteine synthase (EC 2.5.1.47)	Cytoplasm
Q0K9P1	H16_A2183	Alkaline phosphatase	Cytoplasm
Q0K834	H16_A2758	Altronate dehydratase (EC 4.2.1.7)	Cytoplasm
Q0K404	fmdR H16_B0473	Formamidase fused to an AraC-type HTH DNA-binding domain (EC 3.5.1.49)	Cytoplasm
Q0KDK4	dadA2 dadA H16_A0770	D-amino acid dehydrogenase (EC 1.4.99.-)	Cytoplasm
Q0KCX9	pepN H16_A1000	Alanyl aminopeptidase N (EC 3.4.11.2)	Cytoplasm
Q0K8G8	leuC3 leuC H16_A2621	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	Cytoplasm
Q0K6N1	lpxC H16_A3266	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	Cytoplasm
Q0K454	H16_B0422	Taurine catabolism dioxygenase (EC 1.14.11.17)	Cytoplasm
Q0KCE5	pyrG H16_A1185	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	Cytoplasm
Q0K0V3	catC2 H16_B1584	Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Cytoplasm
Q0K0X3	treY H16_B1564	Maltooligosyl trehalose synthase (EC 5.4.99.16)	Cytoplasm
Q0K6B6	H16_A3386	Amidase (EC 3.5.1.-)	Cytoplasm
Q0K2R5	H16_B0917	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	Cytoplasm
Q0KAN6	H16_A1832	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0KAR4	H16_A1802	Acetyltransferase (GNAT) family (EC 2.3.1.-)	Cytoplasm
Q0JZ22	tauD1 H16_B2220	Taurine catabolism dioxygenase (EC 1.14.11.17)	Cytoplasm
Q0K050	H16_B1842	Methylmalonyl-CoA mutase alpha subunit (EC 5.4.99.2)	Cytoplasm
Q0KD52	maiA H16_A0923	Maleate isomerase (EC 5.2.1.1) (Maleate cis-trans isomerase)	Cytoplasm
Q0K999	ugpQ H16_A2326	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Cytoplasm
Q0K063	potA H16_B1829	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	Cytoplasm
Q0K3A6	H16_B0721	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0KD57	upp upp1 H16_A0918	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	Cytoplasm
Q0KDB1	H16_A0863	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0K8S8	purU H16_A2505	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	Cytoplasm
Q0JYW5	nirS H16_B2277	Cytochrome cd1 nitrite reductase (NirS) (EC 1.7.2.1)	Cytoplasm
Q0KDD1	H16_A0843	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0K204	gabD2 H16_B1179	Succinate-semialdehyde dehydrogenase (NADP+) (EC 1.2.1.16)	Cytoplasm
Q0K1Y5	H16_B1198	FAD dependent glycerol-3-phosphate dehydrogenase (EC 1.1.99.5)	Cytoplasm
Q0JYV4	pcaCD H16_B2288	3-Oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	Cytoplasm
Q0K888	folA2 H16_A2704	Dihydrofolate reductase (EC 1.5.1.3)	Cytoplasm
Q0KF89	bioA H16_A0180	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Cytoplasm
Q0K790	icd1 H16_A3056	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	Cytoplasm
Q0KDG4	H16_A0810	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0K700	gapA H16_A3146	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	Cytoplasm
Q0K7J9	H16_A2946	Acetyl-CoA carboxylase (Biotin carboxylase and carboxyl transferase domains) (EC 6.3.4.15)	Cytoplasm
Q0KC92	H16_A1239	3-Hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	Cytoplasm
Q0JZK9	H16_B2033	Adenosine deaminase, truncated	Cytoplasm
Q0K3N1	H16_B0596	Acetaldehyde dehydrogenase 2 (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating] 2)	Cytoplasm
Q0K755	dld H16_A3091	D-Lactate dehydrogenase (Cytochrome) (EC 1.1.2.4)	Cytoplasm
Q0KE52	purE H16_A0570	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	Cytoplasm
Q0JZW1	icd2 H16_B1931	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	Cytoplasm
Q0K3G8	H16_B0659	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17)	Cytoplasm
Q0KF36	betA2 H16_A0233	Choline dehydrogenase (EC 1.1.99.1)	Cytoplasm
Q0KF84	H16_A0185	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	Cytoplasm
Q0K750	glcE H16_A3096	2-Hydroxy-acid oxidase, FAD-binding subunit (EC 1.1.3.15)	Cytoplasm
Q0K411	serA3 H16_B0466	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	Cytoplasm
Q0KEH6	ubiE H16_A0445	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	Cytoplasm
Q0JZI5	gabD4 H16_B2057	Succinate-semialdehyde dehydrogenase (NADP+) (EC 1.2.1.16)	Cytoplasm
Q0JZ48	gltB2 H16_B2194	Glutamate synthase [NADPH], Glutamate synthase amidotransferase domain (EC 1.4.1.13)	Cytoplasm
Q0KBD1	otnI hyi1 H16_A1558	2-oxo-tetronate isomerase (EC 5.3.1.35) (2-dehydrotetronate isomerase)	Cytoplasm
Q0K3C4	H16_B0703	Acyl-CoA dehydrogenase (EC 1.3.99.3)	Cytoplasm
Q0JY25	edd2 edd H16_B2567	Phosphogluconate dehydratase (EC 4.2.1.12)	Cytoplasm
